,budget_fiscal_year,department_name,fund_name,account_name,total_expenditures,total_budget,account_group_name,department
10787,2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-STAR PROGRAM,,23619.3,,6
10788,2018,ANIMAL SERVICES,ANIMAL STERILIZATION,REIMBURSEMENT OF GENERAL FUND COSTS,,0,SPECIAL,6
10789,2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,67965.92,68000,EXPENSES,6
10790,2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,W.VALLEY SHELTER,,17480.22,,6
10791,2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-SMART,,54.5,,6
10792,2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,442347.77,580376,SALARIES AND BENEFITS,6
10793,2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),UNIFORMS,24297.86,27660,EXPENSES,6
10794,2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),FEED AND GRAIN,346340.52,405000,EXPENSES,6
10795,2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,170889.5,190848,EXPENSES,6
10796,2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,AVAILABLE,341908.28,450321.88,,6
10797,2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,GENERAL SERVICES DEPT,86711.21,128842.98,,6
10798,2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-KENNEL SPONSORSHIP,,7808.26,,6
10799,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR COMPENSATED TIME OFF - CURRENT YEAR,,10000000,SPECIAL,8
10800,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SYSTEMS DEVELOPMENT PROJECT COSTS,575372.02,3258247,SPECIAL,8
10801,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,1632515.37,2144220.45,EXPENSES,8
10802,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,10482599.37,12020240,SALARIES AND BENEFITS,8
10803,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,LA REGION IMAGERY ACQUISITION CONSORTIUM'S,141753,141753,,8
10804,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,BUILDLA -DCP,424392.78,7000000,,8
10805,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CONTROLLER,1932.06,1981.6,,8
10806,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,OFFICE OF FINANCE,55204.67,58512.6,,8
10807,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,GENERAL SERVICES,3076486.27,3091201.52,,8
10808,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CAO PRIORYEAR,0,89075,,8
10809,2018,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,BUILDING AND SAFETY,305471.91,581195,,8
10810,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BANK FEES,,41487.4,SPECIAL,8
10811,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,FIRE,48535.5,50000,,8
10812,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),UNIFORMS,,1500,EXPENSES,8
10813,2018,BUILDING AND SAFETY,REPAIR & DEMOLITION,BUILDING AND SAFETY,368086,368086,,8
10814,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,GENERAL SERVICES,800000,800000,,8
10815,2018,BUILDING AND SAFETY,REPAIR & DEMOLITION,REIMBURSEMENT OF GENERAL FUND COSTS,,0,SPECIAL,8
10816,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,PERSONNEL,1256703.04,1300593,,8
10817,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR UNANTICIPATED COSTS,,39657648,SPECIAL,8
10818,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,,48426284.84,51991842,SPECIAL,8
10819,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING,239940,252487,SPECIAL,8
10820,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SPECIAL SERVICES COSTS,39708.24,200000,SPECIAL,8
10821,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,UNIVERSAL CASHIERING,,1009948,SPECIAL,8
10822,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CITY PLANNING,1803373.45,1812000,,8
10823,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CONTROLLER,250000,250000,,8
10824,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,UNIVERSAL CASHIERING - CONTINGENCY,,89700,SPECIAL,8
10825,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,REIMBURSEMENT OF GENERAL FUND COSTS,5641380.89,2075825,,8
10826,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUREAU OF ENGINEERING,20000,20000,,8
10827,2018,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,REIMBURSEMENT OF GENERAL FUND COSTS,247590.32,481748,SPECIAL,8
10828,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,1042540.83,4205597,SALARIES AND BENEFITS,8
10829,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY ATTORNEY,332007,332007,,8
10830,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,PLANNING PRIORYEAR,988671.4,988671.4,,8
10831,2018,BUILDING AND SAFETY,REPAIR & DEMOLITION,EXPENDITURE,304301,304301,,8
10832,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,154104.7,174167,EXPENSES,8
10833,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING IMPLEMENTATION - CONTINGENCY,240201.94,347000,SPECIAL,8
10834,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,36966.29,50532,EXPENSES,8
10835,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY LEASE COSTS,474839.75,478101,SPECIAL,8
10836,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,INFORMATION TECHNOLOGY AGENCY,1154348.69,1309540,,8
10837,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,ALTERATIONS AND IMPROVEMENTS,3158746.18,6000000,SPECIAL,8
10838,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR REVENUE FLUCTUATIONS,,8000000,SPECIAL,8
10839,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,LA REGION IMAGERY ACQUISITION CONSORTIUM'S,56000,56000,,8
10840,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,EWDD SUMMER YOUTH,35200,66000,SPECIAL,8
10841,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,86717586.64,96127035.29,SALARIES AND BENEFITS,8
10842,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CAPITAL FINANCE ADMINISTRATION,4422267,4422267,,8
10843,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY,89252907.57,102648655,,8
10844,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY ADMINISTRATIVE OFFICER,196445,196445,,8
10845,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR FUTURE COSTS,,31259425,SPECIAL,8
10846,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,NON-DEPT CAPITAL IMPROVEMENT PROGRAM,0,0,,8
10847,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,REIMBURSEMENT OFFSET,,2000000,SPECIAL,8
10848,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR COMPENSATED TIME OFF - PRIOR YEARS,,18500000,SPECIAL,8
10849,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CONTINGENCY FOR OBLIGATORY CHANGES,,18000000,SPECIAL,8
10850,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY EXPENSE AND EQUIPMENT,7411032,20164387.4,SPECIAL,8
10851,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,9902.77,85812,EXPENSES,8
10852,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY TRAINING,122773.42,150000,SPECIAL,8
10853,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING - CONTINGENCY,479880,483300,SPECIAL,8
10854,2018,BUILDING AND SAFETY,LOCAL ENFORCE AGENCY LANDFILL,ENFORCEMENT ASSISTANCE GRANTS,60292.06,61882.24,,8
10855,2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING IMPLEMENTATION,503449.79,788405,SPECIAL,8
10856,2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,18847.23,215020.66,EXPENSES,8
10857,2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY PLANNING,584046.87,1297112,,8
10858,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,,1358.6,EXPENSES,13
10859,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,973580.63,1321647.6,EXPENSES,13
10860,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),"FURNITURE, OFFICE AND TECHNICAL EQUIPMENT",,0,EQUIPMENT,13
10861,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,21636.18,86367.1,EXPENSES,13
10862,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,720.14,10000,SALARIES AND BENEFITS,13
10863,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),TRAVEL,117,1449.97,EXPENSES,13
10864,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,,0,EXPENSES,13
10865,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,433.53,5000,EXPENSES,13
10866,2018,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,263952.96,270376.71,SALARIES AND BENEFITS,13
10867,2018,CITY ADMINISTRATIVE OFFICER,"GOB SERIES 2017-A (TAXABLE), PROP HHH CONSTRUCTION FUND",HOMELESS VETS AT THE MARION,,0,,10
10868,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: PICO UNION HOUSING CORP OUTDOOR BASKETBALL CT(C189-7),,8400,SPECIAL,10
10869,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LANLT - FRANCIS AVE. COMMUNITY GARDEN (C139-5),11418.84,14340,SPECIAL,10
10870,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: INNER-CITY ARTS (C40-1),11204,11204,SPECIAL,10
10871,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,INFLATION,,0,SPECIAL,10
10872,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: WHITSETT FIELDS PARK - LIGHTING (C263-9),200000,200000,SPECIAL,10
10873,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: NORTH HOLLYWOOD REC CTR - LIGHTING (C255-9),48979.02,100000,SPECIAL,10
10874,2018,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,,,20581791,SPECIAL,10
10875,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: BOYS AND GIRLS CLUB OF SAN FERNANDO VALLEY (C14-1),28250,28250,SPECIAL,10
10876,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LAUSD-CRENSHAW HIGH SCHOOL (C127-4),14955,14955,SPECIAL,10
10877,2018,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,DWP/POWER,154241,154241,,10
10878,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LAUSD-CLEVELAND HIGH SCHOOL (C145-5),22609,22609,SPECIAL,10
10879,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K ADMINISTRATION F,2019-20 CITY ADMIN REIMBURSEMENTS,,0,,10
10880,2018,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,1464289.25,2527011,EXPENSES,10
10881,2018,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,668592.95,682935,EXPENSES,10
10882,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: OAKWOOD JR. ARTS CENTER (S99),,0,SPECIAL,10
10883,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,ADDITIONAL SPECIFIED FUNDING,802784.09,802784.09,SPECIAL,10
10884,2018,CITY ADMINISTRATIVE OFFICER,STAPLES CENTER TRUST FUND,CAPITAL FINANCE ADMINISTRATION,3481079,3481079,,10
10885,2018,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,6019.15,6450,EXPENSES,10
10886,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINTENANCE,,0,SPECIAL,10
10887,2018,CITY ADMINISTRATIVE OFFICER,"GOB SERIES 2017-A (TAXABLE), PROP HHH CONSTRUCTION FUND",CORNER OF HOPE,,0,,10
10888,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LAUSD-MARSHALL HIGH SCHOOL (C168-6),3258,3258,SPECIAL,10
10889,2018,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,STATE DISASTER ASSISTANCE,,0,,10
10890,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LAUSD-SOUTH REGION HIGH SCHOOL #15 (C209-7),6156,6156,SPECIAL,10
10891,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,ADDITIONAL SPECIFIED FUNDING,216864.91,216864.91,SPECIAL,10
10892,2018,CITY ADMINISTRATIVE OFFICER,"GOB SERIES 2017-A (TAXABLE), PROP HHH CONSTRUCTION FUND",SOUTH CAMPUS,1302500,1302500,,10
10893,2018,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,OFFICE OF THE MAYOR,81453,81453,,10
10894,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: PLAZA DE LA RAZA (MUSIC BUILDING) (C44-2),31800,31800,SPECIAL,10
10895,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: TREEPEOPLE (C4-1),7621,7621,SPECIAL,10
10896,2018,CITY ADMINISTRATIVE OFFICER,TX REV ANTICIP NOTE PROC,TAX REV ANTICIPATE NOTE PAYMENTS,400000000,400000000,,10
10897,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LOS ANGELES BOYS AND GIRLS CLUB (C119-4),11200,11200,SPECIAL,10
10898,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LANLT - FOX AND LAUREL CANYON PARK (C171-6),12346.49,18110,SPECIAL,10
10899,2018,CITY ADMINISTRATIVE OFFICER,INSURANCE PREMIUMS SPECIAL FD,INSURANCE AND BONDS PREMIUMS,2680752.43,4286000,,10
10900,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,INF: VAN NESS REC CTR (S75),313898.7,316906,SPECIAL,10
10901,2018,CITY ADMINISTRATIVE OFFICER,VILLAGE AT WESTFIELD TOPANGA TRUST FUND,SUBVENTION PAYMENT,1242896,2180000,,10
10902,2018,CITY ADMINISTRATIVE OFFICER,JUDGMT OBLI BD 2010A DEBT SERV,JOB SER - PRINCIPAL,5650000,5650000,,10
10903,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: LAZY J PARK (S20),,0,SPECIAL,10
10904,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: GRIFFITH PARK PERFORMING ARTS CTR (R14),170415,892873,SPECIAL,10
10905,2018,CITY ADMINISTRATIVE OFFICER,GREATER LOS ANGELES VISITORS,CONVENTION AND TOURISM DEVELOPMENT,235932,235932,,10
10906,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: EAST PARK - LIGHTING (C249-9),110000,110000,SPECIAL,10
10907,2018,CITY ADMINISTRATIVE OFFICER,"GOB SERIES 2017-A (TAXABLE), PROP HHH CONSTRUCTION FUND",WOMEN'S BRIDGE HOUSING,150205,189948.01,SPECIAL,10
10908,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: CALIFORNIA HOSPITAL MEDICAL CENTER (CHMC) (S82),4458.96,13416,SPECIAL,10
10909,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K ADMINISTRATION F,ADDITIONAL SPECIFIED FUNDING,1036,1036,SPECIAL,10
10910,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: JEFFREY FOUNDATION (5TH CYCLE) (C155-5),13585,13585,SPECIAL,10
10911,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: JEFFREY FOUNDATION (2ND CYCLE) (C73-2),5212,5212,SPECIAL,10
10912,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: WATTS CULTURAL CRESCENT (C241-8),,0,SPECIAL,10
10913,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: VALLEY VILLAGE (C144-5),15993,15993,SPECIAL,10
10914,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,GAP: ALGIN SUTTON RECREATION CENTER(S65),,0,,10
10915,2018,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,APPR TO SEWER MAINTENANCE AND CONSTRUCTION FUND,3330254,3330254,,10
10916,2018,CITY ADMINISTRATIVE OFFICER,JUDGMT OBLI BD 2009A DEBT SERV,JOB SER - INTEREST,196106.99,196875,,10
10917,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: CULTURAL AFFAIRS DEPARTMENT,109058,109058,SPECIAL,10
10918,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: CHATSWORTH & DESOTO POCKET PARK (C230-8),,0,SPECIAL,10
10919,2018,CITY ADMINISTRATIVE OFFICER,"GOB SERIES 2017-A (TAXABLE), PROP HHH CONSTRUCTION FUND",NAVIGATION CENTER AT SAN PEDRO HARBOR POLICE STATION,102228.23,166634.99,SPECIAL,10
10920,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,SUPPL. MAINT. AWARD,,69318,SPECIAL,10
10921,2018,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,13553941.19,14253576.07,SALARIES AND BENEFITS,10
10922,2018,CITY ADMINISTRATIVE OFFICER,METROPOLIS HOTEL PROJECT TRUST FUND,HOTEL DEVELOPMENT INCENTIVE PAYMENT,1978179.14,2236000,,10
10923,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: LOS ANGELES RIVERFRONT PARK (R18),,0,SPECIAL,10
10924,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,INT:ALGIN SUTTON RECREATION CENTER (S65),2970886.58,3000000,,10
10925,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: CALIFORNIA HOSPITAL MEDICAL CENTER (CHMC) (C-152-5),19614,19614,SPECIAL,10
10926,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: MAR VISTA FAMILY CENTER (C74-2),3995,3995,SPECIAL,10
10927,2018,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,223946.16,500000,SALARIES AND BENEFITS,10
10928,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K ADMINISTRATION F,ADMINISTRATION: PW BUREAU OF ENGINEERING (BOE),278083,278083,SPECIAL,10
10929,2018,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,DISASTER COSTS REIMBURSEMENTS TO OTHER DEPARTMENTS,,0,,10
10930,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: HOUSING AUTHORITY OF CITY OF LA-AVALON GARDENS(C65-2),7238.35,12269,SPECIAL,10
10931,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: DEPARTMENT OF RECREATION AND PARKS,6025464,6025464,SPECIAL,10
10932,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K ADMINISTRATION F,GENERAL SERVICES,12362.15,12362.15,,10
10933,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: CHEVIOT HILLS REC CTR - LIGHTING (C248-9),50335.38,400000,SPECIAL,10
10934,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K ADMINISTRATION F,ADMINISTRATION: CHIEF LEGISLATIVE ANALYST (CLA),33356,33356,SPECIAL,10
10935,2018,CITY ADMINISTRATIVE OFFICER,LANDSCAPNG & LT ASSES SER 2002,GENERAL SERVICES,,0,,10
10936,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LAUSD-VISTA HERMOSA PARK (C140-5),4802,4802,SPECIAL,10
10937,2018,CITY ADMINISTRATIVE OFFICER,GREATER LOS ANGELES VISITORS,LA CONVENTION AND VISITORS BUREAU,22725310.46,22725310.46,SPECIAL,10
10938,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LAUSD-WASHINGTON IRVING MIDDLE SCHOOL (C34-1),14817,14817,SPECIAL,10
10939,2018,CITY ADMINISTRATIVE OFFICER,ATTORNEY CONFLICTS PANEL SP FD,ATTORNEY CONFLICTS PANEL,4387352.32,5086216.85,,10
10940,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: BARRIO ACTION YOUTH AND FAMILY CENTER (C37-1),17724,17724,SPECIAL,10
10941,2018,CITY ADMINISTRATIVE OFFICER,JUDGMT OBLI BD 2009A DEBT SERV,JOB SER - PRINCIPAL,2340000,2340000,,10
10942,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: STUDIO CITY (S12),,0,SPECIAL,10
10943,2018,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,65720.44,203753.59,SALARIES AND BENEFITS,10
10944,2018,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,INFORMATION TECHNOLOGY AGENCY,58000,58000,,10
10945,2018,CITY ADMINISTRATIVE OFFICER,"GOB SERIES 2017-A (TAXABLE), PROP HHH CONSTRUCTION FUND",88TH & VERMONT YOUTH AND COMMUNITY CENTER,3245154,3245154,,10
10946,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: SOUTH PARK REC CTR - LIGHTING (C260-9),,1000000,SPECIAL,10
10947,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: AVALON CARVER YOUTH RECREATION CENTER (C200-7),8528.95,20100,SPECIAL,10
10948,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: SALESIAN HIGH SCHOOL (C134-4),37816,37816,SPECIAL,10
10949,2018,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,FINANCE,69529,69529,,10
10950,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: VAN NESS REC CTR - BATHHOUSE REPLACEMENT (C261-9),3073853,3073853,SPECIAL,10
10951,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: SOUTHEAST VALLEY ROLLER RINK (R27),,0,SPECIAL,10
10952,2018,CITY ADMINISTRATIVE OFFICER,PERSHING SQUARE SPECIAL TRUST,CAPITAL FINANCE ADMINISTRATION,522963,522963,,10
10953,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K ADMINISTRATION F,ADMINISTRATION: CITY ADMINISTRATIVE OFFICER (CAO),97000,97000,SPECIAL,10
10954,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: VERDUGO HILLS POOL (C221-8),,0,SPECIAL,10
10955,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: JEFFREY FOUNDATION (2ND CYCLE) SUPPLEMENTAL (C73-2),1640,1640,SPECIAL,10
10956,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: VAN NUYS SHERMAN OAKS REC CTR - LIGHTING (C262-9),50361.6,100000,SPECIAL,10
10957,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ-RAP: RITCHIE VALENS PARK - LIGHTING (C258-9),46236.03,450000,SPECIAL,10
10958,2018,CITY ADMINISTRATIVE OFFICER,LANDSCAPNG & LT ASSES SER 2000,ADDITIONAL SPECIFIED FUNDING,279315,279315,SPECIAL,10
10959,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: WATTS LABOR COMM ACTION CMTE SKATEPARK (C138-4),7570,7570,SPECIAL,10
10960,2018,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: LANLT - AVALON AND GAGE PARK (C153-5),8956.58,15620,SPECIAL,10
10961,2018,CITY ADMINISTRATIVE OFFICER,JUDGMT OBLI BD 2010A DEBT SERV,JOB SER - INTEREST,839692.15,841300,,10
