HMIS Proj ID,Row #,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,SPA,SD,CD,Community,Geo Code,HMIS-Participating,Inventory Type,Bed Type,Target Pop.,Project Gender,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,Overflow Beds,Individual Household Counted as Domestic Violence Victim,Family Household Members Counted as Domestic Violence Victim,Youth Household Members Counted as Domestic Violence Victim,PIT Count,Total Beds,Utilization Rate
1990,441427,2020,RRH,St. Joseph Center,CES RRH Youth SPA 5,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,0,0,12,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,12,0,,,0,0.0,0.0,0.0,12.0,12,1.0
1991,440976,2020,ES,First To Serve Inc.,CES Crisis Housing Program,1718 W. Vernon Ave.,Los Angeles,CA,90062,6,2,8,Vermont Square,62118,Yes,C,Facility-based beds,,All,0,0,32,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,32,0,,,0,0.0,0.0,0.0,38.0,32,1.19
1994,440977,2020,ES,Whittier First Day Coalition,CES Bridge Housing Program,12426 Whittier Blvd.,Whittier,CA,90602,7,4,0,Whittier,64074,Yes,C,Facility-based beds,,All,0,0,34,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,34,0,,,0,0.0,0.0,0.0,28.0,34,0.82
1995,440978,2020,ES,"United States Veterans Initiative, Inc.",CES Crisis Housing Program,733 S. Hindry Ave.,Inglewood,CA,90301,8,2,0,Inglewood,61740,Yes,C,Facility-based beds,,Male,0,0,14,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,14,0,,,0,0.0,0.0,0.0,13.0,14,0.93
1996,440979,2020,ES,Los Angeles LGBT Center,CES Crisis Housing Program Youth,1118 N. McCadden Pl.,Los Angeles,CA,90038,4,3,4,Hollywood,62118,Yes,C,Facility-based beds,,All,0,0,9,0,0,0,0,0,9,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,9.0,9,1.0
1997,440980,2020,ES,The Salvation Army,CES Crisis Housing Program Bell,5600 Rickenbacker Rd.,Bell,CA,90201,7,1,0,Bell,69037,Yes,C,Facility-based beds,,All,0,0,7,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,7,0,,,0,0.0,0.0,0.0,6.0,7,0.86
1998,440981,2020,ES,The Salvation Army,CES Crisis Housing Way In Youth,5939 Hollywood Blvd.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,C,Facility-based beds,,Male,0,0,5,0,0,0,0,0,5,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,5,0,,,0,0.0,0.0,0.0,2.0,5,0.4
1999,440982,2020,ES,The Midnight Mission,CES Crisis Housing Program,601 S. San Pedro St.,Los Angeles,CA,90014,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,All,0,0,56,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,56,0,,,0,0.0,0.0,0.0,56.0,56,1.0
2002,441428,2020,RRH,The Village Family Services,CES RRH Youth,6801 Coldwater Canyon Ave.,Los Angeles,CA,91605,2,3,2,Valley Glen,62118,Yes,C,,,All,0,0,15,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,,,0,1.0,0.0,0.0,15.0,15,1.0
2003,441429,2020,RRH,The People Concern,CES RRH Individuals SPA 5,1751 Cloverfield Blvd.,Santa Monica,CA,90404,5,3,0,Santa Monica,63384,Yes,C,,,All,0,0,3,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,,,0,3.0,0.0,0.0,3.0,3,1.0
2006,440983,2020,ES,Volunteers of America of Los Angeles,CES Crisis Housing Program SPA 3,2040 N. Garey St.,Pomona,CA,91767,3,1,0,Pomona,62850,Yes,C,Facility-based beds,,Male,0,0,2,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,,,0,0.0,0.0,0.0,1.0,2,0.5
2007,440984,2020,ES,Weingart Center Association,CES Crisis Housing Program,566 S. San Pedro St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,Female,0,0,9,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,7.0,9,0.78
2008,440985,2020,ES,"Special Service for Groups, Inc.",CES Crisis Housing Program TCLC,5721 S. Western Ave.,Los Angeles,CA,90062,6,2,8,Chesterfield Square,62118,Yes,C,Facility-based beds,,All,0,0,26,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,26,0,,,0,0.0,0.0,0.0,17.0,26,0.65
2011,441430,2020,RRH,First To Serve Inc.,Rapid Re-Housing SPA 6,1718 W. Vernon Ave.,Los Angeles,CA,90062,6,2,8,Vermont Square,62118,Yes,C,,,All,7,2,10,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,17,0,,,0,0.0,0.0,0.0,17.0,17,1.0
2014,441432,2020,RRH,Los Angeles LGBT Center,CES Rapid Re-Housing Youth,1118 N. McCadden Pl.,Los Angeles,CA,90038,4,3,4,Hollywood,62118,Yes,C,,,All,0,0,9,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,9.0,9,1.0
2015,441433,2020,RRH,Upward Bound House,CoC Rapid Re-Housing Families,1025 S. Long Beach Blvd.,Compton,CA,90221,6,2,0,Compton,60804,Yes,C,,,All,206,59,0,0,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,206,0,,,0,0.0,0.0,0.0,206.0,206,1.0
2016,441434,2020,RRH,Volunteers of America of Los Angeles,CoC Rapid ReHousing All,4501 Santa Anita Ave.,El Monte,CA,91731,3,1,0,El Monte,61152,Yes,C,,,All,67,17,4,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,71,0,,,0,0.0,2.0,0.0,71.0,71,1.0
2018,441436,2020,RRH,St. Joseph Center,Rapid Re-Housing Homeless Living Veh SPA 6,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,Yes,C,,,All,20,5,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,35,0,,,0,0.0,0.0,0.0,35.0,35,1.0
2020,441438,2020,RRH,St. Joseph Center,Rapid Re-Housing Youth Venice,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,,0,0,5,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,5,0,,,0,0.0,0.0,0.0,5.0,5,1.0
2021,441439,2020,RRH,St. Joseph Center,Rapid Re-Housing Winter Shelter Part SPA 5,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,2,1,7,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,9.0,9,1.0
2022,441441,2020,RRH,St. Joseph Center,CES RRH Individuals SPA 6,8525 S. Broadway,Los Angeles,CA,90003,6,2,9,Florence,62118,Yes,C,,,All,0,0,27,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,27,0,,,0,0.0,0.0,0.0,27.0,27,1.0
2027,441442,2020,TH,Covenant House California,Supportive Apartments,1325 N. Western Ave.,Los Angeles,CA,90027,4,3,13,Hollywood,62118,Yes,C,,,All,0,0,10,0,0,0,0,0,10,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,9.0,10,0.9
2029,441443,2020,PSH,Homes for Life Foundation,CA0387 Harvest House,14029 S. Harvest Ave.,Norwalk,CA,90650,7,4,0,Norwalk,62490,Yes,C,,,All,0,0,6,0,0,0,0,0,0,6,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,6,0,,,0,0.0,0.0,0.0,5.0,6,0.83
2030,441444,2020,TH,Penny Lane Centers,Rayen Transitional Housing,15260 Rayen St.,North Hills,CA,91343,2,3,6,North Hills,62118,Yes,C,,,All,0,0,17,0,0,0,0,0,17,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,17,0,,,0,0.0,0.0,0.0,14.0,17,0.82
2034,441445,2020,PSH,A Community of Friends,CA0917 Brandon Apartments,735 Hartford Ave.,Los Angeles,CA,90017,4,1,1,Westlake,62118,Yes,C,,,All,32,8,22,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,54,0,,,0,0.0,0.0,0.0,48.0,54,0.89
2035,441447,2020,PSH,A Community of Friends,CA0347 California Hotel,1140 S. Pacific Ave.,Los Angeles,CA,90731,5,3,11,Venice,62118,Yes,C,,,All,0,0,39,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,39,0,,,0,0.0,0.0,0.0,34.0,39,0.87
2036,441448,2020,PSH,A Community of Friends,CA0523 Central Court Apartments,1316 E. 21 St.,Los Angeles,CA,90005,6,2,9,Central-Alameda,62118,Yes,C,,,All,10,3,4,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,14,0,,,0,0.0,0.0,0.0,14.0,14,1.0
2037,441450,2020,PSH,A Community of Friends,CA0374 Fedora Apartments,836 Fedora St.,Los Angeles,CA,90005,4,2,10,Koreatown,62118,Yes,C,,,All,0,0,22,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,22,0,,,0,0.0,0.0,0.0,19.0,22,0.86
2038,441451,2020,PSH,A Community of Friends,CA0347 Figueroa Apartments - Supportive Services,9130 S. Figueroa St.,Los Angeles,CA,90003,6,2,8,Vermont Vista,62118,Yes,C,,,All,0,0,39,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,39,0,,,0,0.0,0.0,0.0,35.0,39,0.9
2039,441452,2020,PSH,A Community of Friends,CA0383 Fox Normandie Apartments - Supportive Services,849 S. Normandie Ave.,Los Angeles,CA,90005,4,2,10,Koreatown,62118,Yes,C,,,All,18,10,37,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,55,0,,,0,0.0,0.0,0.0,45.0,55,0.82
2040,441454,2020,PSH,A Community of Friends,CA0383 Gower Street Apartments - Supportive Services,1140 N. Gower St.,Los Angeles,CA,90038,4,3,13,Hollywood,62118,Yes,C,,,All,0,0,54,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,54,0,,,0,0.0,0.0,0.0,53.0,54,0.98
2041,441455,2020,PSH,A Community of Friends,CA0383 Las Palomas Apartments,2201 E. 1st St.,Los Angeles,CA,90033,4,1,14,Boyle Heights,62118,Yes,C,,,All,0,0,61,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,61,0,,,0,0.0,0.0,0.0,54.0,61,0.89
2044,441456,2020,PSH,A Community of Friends,Santos Plaza,3837 S. Western Ave.,Los Angeles,CA,90062,6,2,8,Exposition Park,62118,Yes,C,,,All,0,0,36,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,36,0,,,0,0.0,0.0,0.0,32.0,36,0.89
2045,441457,2020,PSH,A Community of Friends,CA0523 Vista Nueva Apartments - Supportive Services,130 S. Lafayette Park Pl.,Los Angeles,CA,90057,4,1,13,Westlake,62118,Yes,C,,,All,103,29,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,103,0,,,0,0.0,0.0,0.0,89.0,103,0.86
2046,441458,2020,PSH,A Community of Friends,CA0915 Willow Apartments,12612 S. Wilmington Ave.,Compton,CA,90222,6,2,0,Willowbrook,60804,Yes,C,,,All,32,8,18,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,50,0,,,0,0.0,0.0,0.0,40.0,50,0.8
2047,441460,2020,PSH,A Community of Friends,CA0916 Woodland Terrace,15532 Nordhoff St.,North Hills,CA,91343,2,3,7,North Hills,62118,Yes,C,,,All,80,9,21,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,101,0,,,0,0.0,0.0,0.0,86.0,101,0.85
2048,441462,2020,PSH,A Community of Friends,CA0331 39 West Apartments,3885 S. Western Ave.,Los Angeles,CA,90062,6,2,8,Exposition Park,62118,Yes,C,,,All,0,0,33,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,33,0,,,0,0.0,0.0,0.0,32.0,33,0.97
2051,441463,2020,PSH,A Community of Friends,Cornerstone Apartments,"3701 Wilshire Blvd., Ste 700",Los Angeles,CA,90010,4,2,10,Koreatown,62118,Yes,C,,,All,7,3,32,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,39,0,,,0,0.0,0.0,0.0,45.0,39,1.15
2052,441465,2020,PSH,A Community of Friends,CA1157 Las Flores - 2,1063 S. Eastman Ave.,Los Angeles,CA,90023,7,1,0,East Los Angeles,62118,Yes,C,,,All,25,5,7,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,32,0,,,0,0.0,0.0,0.0,30.0,32,0.94
2053,441467,2020,PSH,A Community of Friends,La Primavera,"3701 Wilshire Blvd., Ste 700",Los Angeles,CA,90010,4,2,10,Koreatown,62118,Yes,C,,,All,0,0,35,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,35,0,,,0,0.0,0.0,0.0,32.0,35,0.91
2054,441468,2020,PSH,A Community of Friends,Amistad Apartments,2037 Lincoln Park Ave.,Los Angeles,CA,90031,4,1,1,Lincoln Heights,62118,Yes,C,,,All,112,34,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,127,0,,,0,0.0,0.0,0.0,65.0,127,0.51
2055,441470,2020,PSH,A Community of Friends,Maryland Apartments,1340 Maryland St.,Los Angeles,CA,90017,4,1,1,Westlake,62118,Yes,C,,,All,0,0,29,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,29,0,,,0,0.0,0.0,0.0,27.0,29,0.93
2064,441471,2020,TH,The Salvation Army,Alegria,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,Yes,C,,HIV,,49,16,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,49,0,,,0,,,,48.0,49,0.98
2065,441472,2020,TH,United Friends of the Children,Measure H 187 Pathways to Independence,10215-10231 Ruoff Ave.,Whittier,CA,90604,7,4,0,South Whittier,64074,Yes,C,,,,12,6,38,0,0,12,0,0,38,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,50,0,,,0,0.0,0.0,0.0,39.0,50,0.78
2066,441474,2020,TH,City of Covina,McGill Transitional House,1104 W. McGill St.,Covina,CA,91722,3,5,0,Covina,69037,Yes,C,,,All,7,2,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,7,0,,,0,0.0,0.0,0.0,4.0,7,0.57
2067,441475,2020,PSH,Valley Village,Carriage House,20830 Sherman Wy.,Winnetka,CA,91306,2,3,3,Winnetka,62118,Yes,C,,,,0,0,8,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,,,0,,,,7.0,8,0.88
2068,441476,2020,PSH,Alliance for Housing and Healing,CA0353 CHOISS SPA 5,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,5,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,63384,Yes,C,,HIV,All,4,2,4,0,0,0,4,0,0,4,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,8,0,,,0,0.0,0.0,0.0,3.0,8,0.38
2069,441478,2020,PSH,Alliance for Housing and Healing,CA0355 CHOISS SPA 7(b) DEC,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,7,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62490,Yes,C,,HIV,All,8,2,9,0,0,0,8,0,0,9,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,17,0,,,0,0.0,0.0,0.0,15.0,17,0.88
2070,441480,2020,PSH,Alliance for Housing and Healing,CA0354 CHOISS SPA 7(a) MAR,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,7,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,61032,Yes,C,,HIV,All,16,4,10,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,26,0,,,0,0.0,0.0,0.0,22.0,26,0.85
2072,441482,2020,PSH,Project New Hope,CA0450 Ready Willing and Able Program SPA 6 & 4,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,Yes,C,,HIV,All,35,11,110,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,145,0,,,0,0.0,0.0,0.0,145.0,145,1.0
2075,440986,2020,ES,National Health Foundation,CES Crisis Housing Program,1032 W. 18th St.,Los Angeles,CA,91746,8,4,15,San Pedro,62118,Yes,C,Facility-based beds,,All,0,0,7,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,7,0,,,0,0.0,0.0,0.0,7.0,7,1.0
2076,440987,2020,ES,"Catholic Charities of Los Angeles, Inc.",CES Crisis Housing Program Hawkes,1640 Rockwood St.,Los Angeles,CA,90026,4,1,13,Westlake,62118,Yes,C,Facility-based beds,,,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,0.0,0.0,0.0,19.0,20,0.95
2082,440988,2020,ES,LA Family Housing Corporation (LAFH),CES Crisis Housing Program Path to Home,7817 Simpson Ave.,Los Angeles,CA,91605,2,3,6,Sun Valley,62118,Yes,C,Facility-based beds,,All,0,0,18,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,,,0,0.0,0.0,0.0,18.0,18,1.0
2084,440989,2020,ES,Proyecto Pastoral,CES Crisis Housing Program Guadalupe,171 S. Gless St.,Los Angeles,CA,90033,4,1,14,Boyle Heights,62118,Yes,C,Facility-based beds,,,0,0,45,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,45,0,,,0,,,,33.0,45,0.73
2088,440990,2020,ES,Los Angeles Youth Network,CES Crisis Housing Program Hollywood Youth,1719 Taft Ave.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,C,Facility-based beds,,All,0,0,17,0,0,0,0,0,17,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,17,0,,,0,0.0,0.0,0.0,0.0,17,0.0
2089,440872,2020,ES,East San Gabriel Valley Coalition for the Homeless,Winter Shelter Program SPA 3,1345 Turnbull Canyon Rd.,Hacienda Heights,CA,91745,3,4,0,Hacienda Heights,69037,Yes,C,Facility-based beds,,All,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,200,2020-01-16,2020-02-17,0,0.0,0.0,0.0,193.0,200,0.96
2089,440873,2020,ES,East San Gabriel Valley Coalition for the Homeless,Winter Shelter Program SPA 3,1345 Turnbull Canyon Rd.,Hacienda Heights,CA,91745,3,4,0,Hacienda Heights,69037,Yes,U,Facility-based beds,,All,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,160,2020-02-18,2020-03-03,0,0.0,0.0,0.0,,0,
