Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Address,Address 2,City,State,ZIP,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,USCD,Community,Inventory Type,Bed Type,Rental Assistance Type,Target Pop. A,Target Pop. B,LAHSA Funded,In HMIS,Veteran Program,Youth Program,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/ Children,Youth Beds HH w/o Children,CH Beds HH w/ Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Other Federal Funding?,Other Federal Funding: HUD-VASH,Other Federal Funding: SSVF,Other Federal Funding: GPD,Other Federal Funding: HCHV,Other Federal Funding: CWT/TR,Other Federal Funding: BCP,Other Federal Funding: TLP,Other Federal Funding: MGH,Other Federal Funding: HOPWA,Other Federal Funding: PIH,Housing Type,McKinney- Vento,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Bed Utilization Rate,Unit Utilization Rate
296952,216-002000,2017,TH,Bible Tabernacle,Bible Tabernacle - Transitional Housing,1761 Washington Way,,Venice,CA,90291,62118.0,273902.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,C,,Not Applicable,SMF+HC,,No,No,No,No,52.0,26.0,20.0,,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,72,0.0,0.0,,,,,,,,,,,71.0,72,0.99,0.7391304347826086
296973,221-002204,2017,TH,Burbank Housing Corporation,Burbank Veteran Bungalows,1819 Grismer Avenue,,Burbank,CA,91504,60456.0,310601.0,SPA 2,SD 5,NA ,SSD 25,AD 43,USCD 28,Burbank,N,,Not Applicable,SMF,,No,No,Yes,No,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,11,0.0,0.0,0.0,,,,,,,,,,11.0,11,1.0,1.0
282948,221-002201,2017,TH,Burbank Housing Corporation,Home Front,1819 Grismer,,Burbank,CA,91504,60456.0,310601.0,SPA 2,SD 5,NA ,SSD 25,AD 43,USCD 28,Burbank,C,,Not Applicable,HC,,No,No,No,No,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Single,No,25,0.0,0.0,0.0,,,,,,,,,,25.0,25,1.0,1.0
282949,221-002202,2017,TH,Burbank Housing Corporation,Linden House,1819 Grismer,,Burbank,CA,91504,60456.0,310601.0,SPA 2,SD 5,NA ,SSD 25,AD 43,USCD 28,Burbank,C,,Not Applicable,SMF,,No,No,No,Yes,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Single,No,5,0.0,0.0,0.0,,,,,,,,,,5.0,5,1.0,0.6
282947,221-002200,2017,TH,Burbank Housing Corporation,Puerta Nueva Transitional Facility,Confidential,,Burbank,CA,91504,,,SPA 2,SD 5,NA ,SSD 25,AD 43,USCD 28,,C,,Not Applicable,SFHC,DV,No,No,No,No,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,12,0.0,0.0,0.0,,,,,,,,,,12.0,12,1.0,1.0
282934,223-002300,2017,TH,California Council For Veteran Affairs,GPD - Women and Children First,2501 W. Florence Avenue,,Los Angeles,CA,90043,62118.0,235201.0,SPA 6,SD 2,CD8,SSD 30,AD 62,USCD 37,Baldwin Hills / Crenshaw,C,,Not Applicable,SFHC,,No,No,Yes,No,2.0,1.0,10.0,0.0,2.0,10.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,12,0.0,0.0,0.0,,,,,,,,,,7.0,12,0.58,0.5454545454545454
283208,164-002357,2017,TH,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",Pathways Homes,11046 Valley Mall,,El Monte,CA,91731,,,SPA 3,SD 1,NA ,SSD 22,AD 48,USCD 32,,C,,Not Applicable,SFHC,DV,No,No,No,No,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,15,0.0,0.0,0.0,,,,,,,,,,12.0,15,0.8,0.8
282888,226-002500,2017,TH,Casa de Los Angelitos,Casa de Los Angelitos,Confidential,,Harbor City,CA,90710,,,SPA 8,SD 2,NA ,SSD 35,AD 66,USCD 43,,C,,Not Applicable,SF,DV,No,No,No,No,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,6,,0.0,0.0,,,,,,,,,,6.0,6,1.0,1.0
283171,230-003050,2017,TH,"Chosen Gospel Recovery, Inc.",Ruby's House I-4,417 West 55th St. ,,Los Angeles,CA,90037,62118.0,232700.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,Vermont Square,C,,Not Applicable,SFHC,,No,No,No,No,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Scattered,No,40,0.0,0.0,0.0,,,,,,,,,,30.0,40,0.75,0.55
282956,238-003601,2017,TH,Community's Child Inc.,Building Hope,25520 Woodward Ave,,Lomita,CA,90717,69037.0,670003.0,SPA 8,SD 4,NA ,SSD 26,AD 66,USCD 43,Lomita,C,,Not Applicable,HC,,No,No,No,No,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,14,0.0,0.0,0.0,,,,,,,,,,14.0,14,1.0,1.0
282880,162-004058,2017,TH,"David & Margaret Home, Inc.",THP Foster Care,1350 Third Street,,La Verne,CA,91750,69037.0,401500.0,SPA 3,SD 5,NA ,SSD 25,AD 41,USCD 32,La Verne,C,,Not Applicable,SMF,,No,No,No,Yes,0.0,0.0,34.0,0.0,0.0,0.0,0.0,34.0,,,,No,,,,,,,,,,,Scattered,No,34,0.0,0.0,0.0,,,,,,,,,,26.0,34,0.76,0.7647058823529411
296975,413-017252,2017,TH,Dream Center,DCD,2301 Bellevue Ave.,,Los Angeles,CA,90026,62118.0,195710.0,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 28,Echo Park,C,,Not Applicable,SMF,,No,No,No,No,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,263,0.0,0.0,0.0,,,,,,,,,,141.0,263,0.54,0.5361216730038023
283246,413-017250,2017,TH,Dream Center,Transitional Family Housing Program,2301 Bellevue Ave,,Los Angeles,CA,90026,62118.0,195710.0,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 28,Echo Park,C,,Not Applicable,HC,,No,No,No,No,80.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,80,0.0,0.0,0.0,,,,,,,,,,80.0,80,1.0,1.0
296977,413-017251,2017,TH,Dream Center,Veterans,2301 Bellevue Ave.,,Los Angeles,CA,90026,62118.0,195710.0,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 28,Echo Park,C,,Not Applicable,SM,,No,No,Yes,No,,,22.0,,,22.0,,0.0,,,,No,,,,,,,,,,,Single,No,22,,0.0,,,,,,,,,,,22.0,22,1.0,1.0
296978,079-004250,2017,TH,East San Gabriel Valley Coalition for the Homeless,Job's Shelter (Transitional Housing Program),1171 DURFEE Ave,,South El Monte,CA,91733,69037.0,433802.0,SPA 3,SD 1,NA ,SSD 22,AD 57,USCD 38,Whittier Narrows,N,,Not Applicable,HC,,No,No,No,No,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,4,0.0,0.0,0.0,,,,,,,,,,4.0,4,1.0,1.0
283245,407-017050,2017,TH,Family Promise of Santa Clarita Valley,Interfaith Hospitality Network,18565 Soledad Canyon Road, #133,Canyon Country,CA,91351,63356.0,920035.0,SPA 2,SD 5,NA ,SSD 21,AD 38,USCD 25,Santa Clarita,C,,Not Applicable,HC,,No,No,No,No,14.0,4.0,0.0,,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,14,0.0,0.0,0.0,,,,,,,,,,14.0,14,1.0,1.0
296980,407-017053,2017,TH,Family Promise of the South Bay,Family Promise of the South Bay,2930 El Dorado St.,,Torrance,CA,90503,63744.0,650401.0,SPA 8,SD 4,NA ,SSD 35,AD 66,USCD 43,Torrance,C,,Not Applicable,HC,,No,No,No,No,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,14,0.0,0.0,0.0,,,,,,,,,,12.0,14,0.86,1.0
282925,152-004600,2017,TH,"First To Serve, Inc.",Flimsy Reed,4052 Budlong Ave.,,Los Angeles,CA,90037,62118.0,231600.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,Vermont Square,C,,Not Applicable,SM,,No,No,No,No,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,22,0.0,0.0,0.0,,,,,,,,,,22.0,22,1.0,1.0
283164,152-004606,2017,TH,"First To Serve, Inc.",House of Dignity 2,1017 W. 50th St.,,Los Angeles,CA,90037,,,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,,C,,Not Applicable,SFHC,DV,No,No,No,No,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,9,0.0,0.0,0.0,,,,,,,,,,9.0,9,1.0,1.0
296981,056-005250,2017,TH,Harbor Interfaith Services,"""You Can Have It A.L.L."" (Accelerated Learning and Living)",670 W. 9th Street,,San Pedro,CA,90731,62118.0,296600.0,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,San Pedro,C,,Not Applicable,HC,,No,No,No,No,66.0,24.0,,,0.0,,0.0,,,,,No,,,,,,,,,,,Scattered,No,66,0.0,,,,,,,,,,,,65.0,66,0.98,1.0
282957,260-005351,2017,TH,"Haven Hills, Inc.",Haven Two Housing and Employment Program,P.O. Box 260,,Canoga Park,CA,91305,,,SPA 2,SD 3,CD3,SSD 27,AD 45,USCD 30,,C,,Not Applicable,HC,DV,No,No,No,No,112.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,112,,,,,,,,,,,,,44.0,112,0.39,0.7777777777777778
283027,021-005806,2017,TH,Homes for Life Foundation,Cedar Street Homes,11401 Bloomfield Ave.,,Norwalk,CA,90650,62490.0,550000.0,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Norwalk,C,,Not Applicable,SMF,,No,No,No,No,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,38,0.0,0.0,0.0,,,,,,,,,,38.0,38,1.0,1.0
282960,267-006000,2017,TH,House of Yahweh,Transitional Program,4046 Marine Ave,,Lawndale,CA,90260,69037.0,603802.0,SPA 8,SD 2,NA ,SSD 35,AD 62,USCD 43,Lawndale,C,,Not Applicable,SMF+HC,,No,No,No,No,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,10,0.0,0.0,0.0,,,,,,,,,,10.0,10,1.0,1.0
307339,392-016300,2017,TH,Integrated Recovery Network,Housing and Supportive Services (SSO),1200 WIlshire Blvd,,Los Angeles,CA,90017,62118.0,209102.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Not Applicable,SMF,,No,No,No,No,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,29,0.0,0.0,0.0,,,,,,,,,,29.0,29,1.0,1.0
283030,024-006360,2017,TH,"JWCH Institute, Inc.",HOPWA - Transitional Housing,517 San Julian St,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SM,HIV,No,Yes,No,No,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,Single,No,15,0.0,15.0,0.0,,1.0,,,,,,,,15.0,15,1.0,1.0
296991,029-007010,2017,TH,LA House of Ruth,Transitional Shelter (545),Confidential,,Los Angeles,CA,90033,,,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,,N,,Not Applicable,HC,DV,No,No,No,No,14.0,5.0,,,0.0,,0.0,,,,,No,,,,,,,,,,,Single,No,14,0.0,,,,,,,,,,,,14.0,14,1.0,1.0
282944,271-006450,2017,TH,Little House,Residential Services,9718 Harvard St. ,,Bellflower,CA,90706,60288.0,554002.0,SPA 7,SD 4,NA ,SSD 32,AD 58,USCD 40,Bellflower,C,,Not Applicable,SF,,No,No,No,No,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,28,,,,,,,,,,,,,21.0,28,0.75,0.75
283374,179-006905,2017,TH,Los Angeles Gay & Lesbian Community Services Center,RHY Transitional Housing Program,1625 N. Schrader Blvd.,,Los Angeles,CA,90028,62118.0,190700.0,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood,C,,Not Applicable,SMF,,No,Yes,No,Yes,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,Single,No,24,0.0,24.0,0.0,,1.0,,,,,,,,10.0,24,0.42,0.4166666666666667
283224,278-007100,2017,TH,Los Angeles Mission,Anne Douglas Center for Women,310 E. Winston Street,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SF,,No,No,No,No,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,27,0.0,0.0,0.0,,,,,,,,,,21.0,27,0.78,0.7777777777777778
297018,278-007101,2017,TH,Los Angeles Mission,Fresh Start,303 E. 5th St.,,Los Angeles,CA,90013,62118.0,207301.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SM,,No,No,Yes,Yes,,,183.0,,,5.0,,15.0,,,,No,,,,,,,,,,,Single,No,183,,0.0,,,,,,,,,,,119.0,183,0.65,0.6502732240437158
282918,121-007200,2017,TH,Los Angeles Youth Network (LAYN),Beachwood House,2471 Beachwood St.,,Los Angeles,CA,90068,62118.0,189400.0,SPA 4,SD 3,CD4,SSD 25,AD 43,USCD 28,Hollywood,C,,Not Applicable,YMF,,No,No,No,Yes,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,12,0.0,0.0,0.0,,,,,,,,,,10.0,12,0.83,0.8333333333333334
283202,280-007303,2017,TH,Mary Lind Foundation,"GPD - Mary Lind Foundation Transitional Housing Program - Royal Palms, Bimini and Rena B Recovery Center",4445 Burns Ave.,,Los Angeles,CA,90029,62118.0,208903.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Not Applicable,SMF,,No,Yes,Yes,No,0.0,0.0,360.0,0.0,0.0,111.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,360,0.0,360.0,0.0,,1.0,,,,,,,,142.0,360,0.39,0.39444444444444443
282912,100-007856,2017,TH,"New Directions for Veterans, Inc.",GPD - Oasis for Veteran Women- Keaveney House,3471 South Barrington Avenue,,Los Angeles,CA,90066,69037.0,271500.0,SPA 5,SD 2,CD11,SSD 30,AD 54,USCD 37,Mar Vista,C,,Not Applicable,SF,,No,Yes,Yes,No,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,8,0.0,8.0,0.0,,1.0,,,,,,,,3.0,8,0.38,0.375
283006,100-007859,2017,TH,"New Directions for Veterans, Inc.",GPD - Oasis for Veteran Women- Mitchell House,12536 Mitchell Ave,,Los Angeles,CA,90066,69037.0,272201.0,SPA 5,SD 2,CD11,SSD 30,AD 54,USCD 37,Mar Vista,C,,Not Applicable,SF,,No,Yes,Yes,No,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,6,0.0,6.0,0.0,,1.0,,,,,,,,5.0,6,0.83,0.8333333333333334
282905,100-007851,2017,TH,"New Directions for Veterans, Inc.",GPD - Veterans Opportunity Center West,11301 Wilshire Boulevard,VA Building 116,Los Angeles,CA,90073,69037.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,,Not Applicable,SM,,No,Yes,Yes,No,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,50,0.0,50.0,0.0,,1.0,,,,,,,,46.0,50,0.92,0.92
282906,100-007854,2017,TH,"New Directions for Veterans, Inc.",GPD - Veterans Opportunity Center-East,11301 Wilshire Boulevard,VA Building 116,Los Angeles,CA,90073,69037.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,,Not Applicable,SM,,No,Yes,Yes,No,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,74,0.0,74.0,0.0,,1.0,,,,,,,,65.0,74,0.88,0.8783783783783784
282950,289-007901,2017,TH,New Economics For Women,La Posada,375 Columbia Avenue,,Los Angeles,CA,90017,62118.0,209104.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Not Applicable,SFHC,,No,No,No,No,100.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,110,0.0,0.0,0.0,,,,,,,,,,98.0,110,0.89,0.9
282898,066-008115,2017,TH,OPCC,Turning Point-Interim Housing,1477 16th Street,,Santa Monica,CA,90404,63384.0,701702.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Not Applicable,SMF,,No,No,Yes,No,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,55,0.0,0.0,0.0,,,,,,,,,,52.0,55,0.95,0.9454545454545454
282875,124-008509,2017,TH,Penny Lane Centers,Rayen Transitional Housing,15260 Rayen St.,,North Hills,CA,91343,62118.0,117520.0,SPA 2,SD 3,CD6,SSD 18,AD 46,USCD 29,North Hills,C,,Not Applicable,SMF+HC,,No,Yes,No,Yes,13.0,5.0,9.0,0.0,0.0,0.0,13.0,9.0,,,,No,,,,,,,,,,,Single,No,22,13.0,9.0,0.0,1.0,1.0,,,,,,,,17.0,22,0.77,0.6428571428571429
296696,044-008558,2017,TH,People Assisting the Homeless (PATH),GPD - PATH Ways Regional Homeless Center,340 N. Madison Ave.,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Not Applicable,SMF+HC,,No,No,Yes,No,7.0,3.0,10.0,,7.0,10.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,17,0.0,0.0,,,,,,,,,,,17.0,17,1.0,1.0
283008,105-008971,2017,TH,Project New Hope,Residential Care Facilities for the Chronically Ill,1004 Echo Park Ave,,Los Angeles,CA,90026,62118.0,197500.0,SPA 4,SD 1,CD1,SSD 24,AD 51,USCD 28,Echo Park,C,,Not Applicable,SMF,HIV,No,No,No,No,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,11,0.0,0.0,0.0,,,,,,,,,,11.0,11,1.0,1.0
283007,105-008970,2017,TH,Project New Hope,Transitional Residential Care Facility,1004 Echo Park Ave,,Los Angeles,CA,90026,62118.0,197500.0,SPA 4,SD 1,CD1,SSD 24,AD 51,USCD 28,Echo Park,C,,Not Applicable,SMF,HIV,No,No,No,No,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,20,0.0,0.0,0.0,,,,,,,,,,20.0,20,1.0,1.0
282986,102-009009,2017,TH,"Prototypes, Inc.",Women's Center,845 East Arrow Hwy,,Pomona,CA,91767,62850.0,402101.0,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,,Not Applicable,SFHC,,No,No,No,No,103.0,42.0,87.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,190,0.0,0.0,,,,,,,,,,,190.0,190,1.0,1.0
283175,060-009102,2017,TH,"Rainbow Services, LTD.",Villa Paloma Transitional Shelter,453 West 7th Street,,San Pedro,CA,90731,,,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,,C,,Not Applicable,SMF+HC,DV,No,No,No,No,43.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,44,,,,,,,,,,,,,27.0,44,0.61,0.8181818181818182
282889,298-009150,2017,TH,Rancho San Antonio,Rancho San Antonio Transitional Housing Program,21000 Plummer Street,,Chatsworth,CA,91311,62118.0,113303.0,SPA 2,SD 5,CD12,SSD 27,AD 45,USCD 30,Chatsworth,C,,Not Applicable,SM,,No,No,No,No,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,16,0.0,0.0,0.0,,,,,,,,,,11.0,16,0.69,0.6875
283174,300-009250,2017,TH,Richstone Family Center,Richstone - THP Plus and Transitional Living I,4431 W 137th Place,,Hawthorne,CA,90250,61596.0,602402.0,SPA 8,SD 2,NA ,SSD 35,AD 62,USCD 43,Hawthorne,C,,Not Applicable,SF,,No,No,No,Yes,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,,,,No,,,,,,,,,,,Single,No,7,0.0,0.0,0.0,,,,,,,,,,2.0,7,0.29,0.2857142857142857
282883,104-009459,2017,TH,"San Fernando Valley Community Mental Health Center, Inc.",Sylvan Place Co-Op,14303 Sylvan Street,,Van Nuys,CA,91401,62118.0,128210.0,SPA 2,SD 3,CD6,SSD 18,AD 46,USCD 29,Van Nuys,C,,Not Applicable,SMF,,No,No,No,No,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,60,0.0,0.0,0.0,,,,,,,,,,55.0,60,0.92,0.9166666666666666
283180,309-010401,2017,TH,Society of St. Vincent de Paul Social Services,Cardinal Manning Center-Men's Advancement Program,231 Winston St.,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SM,,No,No,No,No,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,10,0.0,0.0,0.0,,,,,,,,,,3.0,10,0.3,0.3
283231,309-010403,2017,TH,Society of St. Vincent de Paul Social Services,Family Housing-Transitional Housing Program,1181 N. Virgil Avenue,,Los Angeles,CA,90029,62118.0,191301.0,SPA 4,SD 3,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Not Applicable,HC,,No,No,No,No,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,10,0.0,0.0,0.0,,,,,,,,,,9.0,10,0.9,1.0
282966,072-010053,2017,TH,"Southern California Alcohol and Drug Program, Inc.",Angel Step II,16314 Cornuta Ave.,,Bellflower,CA,90706,60288.0,554105.0,SPA 7,SD 4,NA ,SSD 32,AD 58,USCD 38,Bellflower,C,,Not Applicable,SFHC,,No,Yes,No,No,30.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,40,30.0,10.0,0.0,1.0,1.0,,,,,,,,14.0,40,0.35,0.4666666666666667
283080,039-009750,2017,TH,SRO Housing Corporation,GPD - Veterans Transitional Housing VTP 24,517 S. San Julian St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,No,Yes,Yes,No,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,24,0.0,24.0,0.0,,1.0,,,,,,,,22.0,24,0.92,0.9166666666666666
283045,039-009747,2017,TH,SRO Housing Corporation,GPD - Veterans Transitional Housing VTP 36,517 S. San Julian St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,No,Yes,Yes,No,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,36,0.0,36.0,0.0,,1.0,,,,,,,,27.0,36,0.75,0.75
283081,039-009752,2017,TH,SRO Housing Corporation,HOPWA Transitional Housing Program,517 S. San Julian St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,HIV,No,No,No,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,Single,No,1,0.0,0.0,0.0,,,,,,,,,,1.0,1,1.0,1.0
308744,101-010652,2017,TH,Testimonial Community Love Center,Transitional Housing Program (TCLC),5721 S. Western Ave.,,Los Angeles,CA,90062,62118.0,232500.0,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Vermont Square,C,,Not Applicable,HC,,No,No,No,No,41.0,11.0,,,0.0,,0.0,,,,,No,,,,,,,,,,,Single,No,41,0.0,,,,,,,,,,,,41.0,41,1.0,1.0
282879,155-007506,2017,TH,The Midnight Mission,Homelight Family Living,601 S. San Pedro St. ,,Los Angeles,CA,90014,,,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,,C,,Not Applicable,HC,DV,No,No,No,No,52.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,52,0.0,0.0,0.0,,,,,,,,,,30.0,52,0.58,1.0
283165,155-007502,2017,TH,The Midnight Mission,Transitional Housing,601 S. San Pedro Street,,Los Angeles,CA,90014,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SM,,No,No,Yes,Yes,0.0,0.0,277.0,0.0,0.0,7.0,0.0,15.0,,,,No,,,,,,,,,,,Single,No,277,0.0,0.0,0.0,,,,,,,,,,219.0,277,0.79,0.7906137184115524
283153,040-009406,2017,TH,The Salvation Army,GPD - Exodus Lodge Transitional Housing,11301 Wilshire Blvd.,,Los Angeles,CA,90073,62118.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,,Not Applicable,SMF,,No,Yes,Yes,No,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,40,0.0,40.0,0.0,,1.0,,,,,,,,16.0,40,0.4,0.4
283083,040-009457,2017,TH,The Salvation Army,GPD - Hope Harbor,3107 S. Grand Ave.,,Los Angeles,CA,90007,62118.0,224600.0,SPA 6,SD 1,CD9,SSD 30,AD 59,USCD 37,South Central,N,,Not Applicable,SM,,No,Yes,Yes,No,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,,,,Yes,No,No,Yes,No,No,No,No,No,No,No,Single,No,49,0.0,49.0,0.0,,1.0,,,,,,,,20.0,49,0.41,0.40816326530612246
