dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,location,cross_street,lat,lon
100105135,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,0735,01,Central,0101,1,210,ROBBERY,0344 0355 0432 0906 1300,24,M,H,102,SIDEWALK,113,SIMULATED GUN,IC,Invest Cont,210,,MARVIEW,WHITE KNOLL,34.0708,-118.2471
100105140,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,1525,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,45,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500    SAN JULIAN                   ST,,34.0446,-118.2450
100105144,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,1117,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400 0429,55,M,B,738,LIBRARY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,600 W  5TH                          ST,,34.0502,-118.2540
100105158,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,1820,01,Central,0163,2,901,VIOLATION OF RESTRAINING ORDER,0432,35,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,901,,7TH,SPRING,34.0449,-118.2528
100105160,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,1745,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416 2004,16,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,BUNKER HILL,SUNSET,34.0613,-118.2446
100105167,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,1830,01,Central,0163,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,18,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,800 S  HILL                         ST,,34.0445,-118.2558
100105168,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,2200,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0416,25,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,5TH                          ST,SAN JULIAN,34.0446,-118.2450
100105169,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,1940,01,Central,0157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,20,M,B,504,OTHER RESIDENCE,216,SCISSORS,AA,Adult Arrest,230,,500 E  6TH                          ST,,34.0423,-118.2452
100105173,2010-01-22T00:00:00.000,2010-01-22T00:00:00.000,0100,01,Central,0101,2,624,BATTERY - SIMPLE ASSAULT,0416,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,900    FIGUEROA                     TR,,34.0663,-118.2441
100105180,2010-01-22T00:00:00.000,2010-01-22T00:00:00.000,0820,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402,50,M,B,203,OTHER BUSINESS,204,FOLDING KNIFE,AA,Adult Arrest,230,998,5TH                          ST,BROADWAY                     ST,34.0481,-118.2507
100105181,2010-01-22T00:00:00.000,2010-01-21T00:00:00.000,1830,01,Central,0163,2,624,BATTERY - SIMPLE ASSAULT,0416 1402 1814,23,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,800 S  HILL                         ST,,34.0445,-118.2558
100105187,2010-01-22T00:00:00.000,2010-01-22T00:00:00.000,1325,01,Central,0192,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,1300 S  FLOWER                       ST,,34.0401,-118.2668
100105203,2010-01-22T00:00:00.000,2010-01-21T00:00:00.000,1830,01,Central,0124,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0421 1241 2000 1821,37,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,TEMPLE                       ST,LOS ANGELES                  ST,34.0534,-118.2409
100105208,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,0015,01,Central,0138,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0906,21,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,2ND,CENTRAL,34.0472,-118.2385
100105209,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,0015,01,Central,0138,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0906,26,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,2ND,CENTRAL,34.0472,-118.2385
100105210,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,0015,01,Central,0138,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0906,23,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,2ND,CENTRAL,34.0472,-118.2385
100105213,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,0210,01,Central,0135,2,623,BATTERY POLICE (SIMPLE),1212,44,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,100 W  4TH                          ST,,34.0482,-118.2472
100105214,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,0210,01,Central,0135,2,623,BATTERY POLICE (SIMPLE),1212,30,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,100 W  4TH                          ST,,34.0482,-118.2472
100105216,2010-01-22T00:00:00.000,2010-01-22T00:00:00.000,2300,01,Central,0111,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0408,26,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,500 N  FIGUEROA                     ST,,34.0617,-118.2469
100105217,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,0400,01,Central,0132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,21,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,100 S  HOPE                         ST,,34.0564,-118.2498
100105226,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,1150,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,26,F,W,405,CLOTHING STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,300 E  5TH                          ST,,34.0449,-118.2458
100105235,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,1845,01,Central,0185,1,210,ROBBERY,0416 0429 0906 1402,19,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,HILL                         ST,9TH                          ST,34.0416,-118.2584
100105238,2010-01-24T00:00:00.000,2010-01-23T00:00:00.000,0015,01,Central,0157,1,220,ATTEMPTED ROBBERY,0337 0344,26,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,220,,7TH,SAN PEDRO,34.0401,-118.2459
100105248,2010-01-23T00:00:00.000,2010-01-23T00:00:00.000,1100,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0416,50,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,5TH,SAN PEDRO,34.0442,-118.2439
100105253,2010-01-24T00:00:00.000,2010-01-24T00:00:00.000,0910,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0417 2000,31,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500    SAN JULIAN                   ST,,34.0446,-118.2450
100105263,2010-01-24T00:00:00.000,2010-01-24T00:00:00.000,1300,01,Central,0112,2,624,BATTERY - SIMPLE ASSAULT,0419 0417,39,M,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,300 N  LOS ANGELES                  ST,,34.0534,-118.2409
100105265,2010-01-24T00:00:00.000,2010-01-24T00:00:00.000,0930,01,Central,0166,1,210,ROBBERY,0344 0400 0416 0429,44,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,6TH                          ST,WALL                         ST,34.0428,-118.2461
100105267,2010-01-24T00:00:00.000,2010-01-24T00:00:00.000,0200,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,44,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,7TH                          ST,HOPE                         ST,34.0480,-118.2577
100105268,2010-01-24T00:00:00.000,2010-01-21T00:00:00.000,2130,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,53,F,B,503,HOTEL,212,BOTTLE,IC,Invest Cont,230,,1300 E  7TH                          ST,,34.0368,-118.2412
100105274,2010-01-24T00:00:00.000,2010-01-23T00:00:00.000,0810,01,Central,0146,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1813,35,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,200 E  5TH                          ST,,34.0461,-118.2476
100105275,2010-01-24T00:00:00.000,2010-01-24T00:00:00.000,0945,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1243 2000,32,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,600 N  HILL                         ST,,34.0591,-118.2412
100105283,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,0335,01,Central,0158,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,51,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,930,,600    STANFORD                     AV,,34.0408,-118.2428
100105284,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,0100,01,Central,0139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,100 S  ALAMEDA                      ST,,34.0490,-118.2381
100105285,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,0030,01,Central,0129,1,220,ATTEMPTED ROBBERY,0344,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,220,,100 N  ALAMEDA                      ST,,34.0490,-118.2381
100105289,2010-01-24T00:00:00.000,2010-01-24T00:00:00.000,2140,01,Central,0144,2,624,BATTERY - SIMPLE ASSAULT,0416,27,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,5TH                          ST,MAIN                         ST,34.0471,-118.2491
100105291,2010-01-24T00:00:00.000,2010-01-24T00:00:00.000,1415,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,500    SAN JULIAN                   ST,,34.0446,-118.2450
100105293,2010-01-24T00:00:00.000,2010-01-24T00:00:00.000,1715,01,Central,0162,1,220,ATTEMPTED ROBBERY,0416 0429,20,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,9TH                          ST,HOPE                         ST,34.0451,-118.2604
100105304,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,0855,01,Central,0139,1,210,ROBBERY,0433,52,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,HEWITT                       ST,3RD                          ST,34.0458,-118.2361
100105312,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,1430,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416,32,M,O,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,200 W  6TH                          ST,,34.0460,-118.2509
100105313,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,1630,01,Central,0143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1027,38,M,W,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,AO,Adult Other,230,,5TH,BROADWAY,34.0481,-118.2507
100105315,2010-01-25T00:00:00.000,2010-01-23T00:00:00.000,2345,01,Central,0139,2,624,BATTERY - SIMPLE ASSAULT,0416,24,F,B,735,NIGHT CLUB (OPEN EVENINGS ONLY),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,700 E  3RD                          ST,,34.0455,-118.2379
100105317,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,1545,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0400,37,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,500 S  HILL                         ST,,34.0488,-118.2518
100105321,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,1310,01,Central,0165,2,860,BATTERY WITH SEXUAL CONTACT,0305 0503 0522 2004,33,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,6TH,MAPLE,34.0435,-118.2471
100105340,2010-01-26T00:00:00.000,2010-01-26T00:00:00.000,0050,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0432,31,M,H,102,SIDEWALK,210,RAZOR BLADE,AO,Adult Other,230,,5TH,BROADWAY,34.0481,-118.2507
100105341,2010-01-26T00:00:00.000,2010-01-26T00:00:00.000,0100,01,Central,0152,1,350,"THEFT, PERSON",0344,24,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,7TH,HOPE,34.0480,-118.2577
100105364,2010-01-26T00:00:00.000,2010-01-26T00:00:00.000,1615,01,Central,0121,2,860,BATTERY WITH SEXUAL CONTACT,0503 0522,39,F,B,702,OFFICE BUILDING/OFFICE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,200 N  FIGUEROA                     ST,,34.0584,-118.2513
100105366,2010-01-26T00:00:00.000,2010-01-26T00:00:00.000,0830,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429,53,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,700 W  7TH                          ST,,34.0480,-118.2577
100105383,2010-01-26T00:00:00.000,2010-01-26T00:00:00.000,2230,01,Central,0138,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0408 2000,0,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,200 S  SAN PEDRO                    ST,,34.0493,-118.2418
100105420,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1615,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,0416 1402,36,M,B,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,624,,1100    MAPLE                        AV,,34.0371,-118.2551
100105421,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1615,01,Central,0185,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0416 1402,33,F,B,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,745,,1100    MAPLE                        AV,,34.0371,-118.2551
100105434,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1215,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,0400,42,M,O,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,1100 S  LOS ANGELES                  ST,,34.0384,-118.2571
100105435,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1215,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,0417,48,M,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,1100 S  LOS ANGELES                  ST,,34.0384,-118.2571
100105437,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1000,01,Central,0195,2,888,TRESPASSING,,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,888,,1800 S  MAIN                         ST,,34.0317,-118.2641
100105438,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,0545,01,Central,0166,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0906,19,M,B,504,OTHER RESIDENCE,511,VERBAL THREAT,IC,Invest Cont,930,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100105476,2010-01-28T00:00:00.000,2010-01-26T00:00:00.000,1535,01,Central,0111,2,860,BATTERY WITH SEXUAL CONTACT,0503 0522,14,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,700 W  CESAR E CHAVEZ               AV,,34.0606,-118.2439
100105489,2010-01-28T00:00:00.000,2010-01-23T00:00:00.000,1930,01,Central,0192,1,761,BRANDISH WEAPON,0334 0432 0601,58,F,H,203,OTHER BUSINESS,102,HAND GUN,IC,Invest Cont,761,,1500 S  FLOWER                       ST,,34.0379,-118.2682
100105513,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,0215,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0416,23,M,W,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500 W  7TH                          ST,,34.0467,-118.2556
100105522,2010-01-29T00:00:00.000,2010-01-28T00:00:00.000,0800,01,Central,0192,1,121,"RAPE, FORCIBLE",,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,821,1300 S  FLOWER                       ST,,34.0401,-118.2668
100105525,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,1030,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416,64,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,600 S  HILL                         ST,,34.0474,-118.2531
100105531,2010-01-29T00:00:00.000,2010-01-28T00:00:00.000,0040,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416 2000 2004,30,F,B,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100105560,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,2240,01,Central,0159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,18,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,745,,SANTA FE,6TH                          ST,34.0384,-118.2305
100105567,2010-01-30T00:00:00.000,2010-01-29T00:00:00.000,1835,01,Central,0192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34,M,A,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,HOPE,VENICE,34.0363,-118.2677
100105573,2010-01-30T00:00:00.000,2010-01-29T00:00:00.000,1630,01,Central,0112,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1218,63,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,HILL,TEMPLE,34.0571,-118.2435
100105574,2010-01-30T00:00:00.000,2010-01-29T00:00:00.000,1630,01,Central,0112,2,624,BATTERY - SIMPLE ASSAULT,0416 1218,42,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,HILL,TEMPLE,34.0571,-118.2435
100105585,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,1430,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 0419 0917,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,600    WALL                         ST,,34.0435,-118.2471
100105594,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,0945,01,Central,0148,1,220,ATTEMPTED ROBBERY,0302 0432 0906 0907 1100 1402,30,M,B,102,SIDEWALK,102,HAND GUN,AO,Adult Other,220,998,6TH,STANFORD,34.0403,-118.2421
100105595,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,0945,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411 0417 0429,33,M,B,102,SIDEWALK,207,OTHER KNIFE,AO,Adult Other,230,,6TH,STANFORD,34.0403,-118.2421
100105596,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,1830,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0400 2000,49,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,WALL,34.0435,-118.2471
100105597,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,1645,01,Central,0162,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,700 S  OLIVE                        ST,,34.0467,-118.2556
100105605,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,0305,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,29,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,SPRING                       ST,34.0463,-118.2515
100105609,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,0715,01,Central,0127,2,624,BATTERY - SIMPLE ASSAULT,1212 1501,21,M,B,726,POLICE FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
100105616,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1145,01,Central,0154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0416 2000,52,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,500 S  MAIN                         ST,,34.0467,-118.2485
100105621,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1035,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400,55,M,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,OLIVE,34.0481,-118.2542
100105624,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1240,01,Central,0118,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 1402,69,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,998,300    BLOOM                        ST,,34.0633,-118.2290
100105629,2010-02-01T00:00:00.000,2010-01-31T00:00:00.000,2315,01,Central,0161,2,624,BATTERY - SIMPLE ASSAULT,0416 9999,40,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,999,700 S  FIGUEROA                     ST,,34.0494,-118.2599
100105631,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,2330,01,Central,0122,2,920,KIDNAPPING - GRAND ATTEMPT,0400,24,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,920,,TEMPLE                       ST,FIGUEROA                     ST,34.0598,-118.2485
100105632,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,2230,01,Central,0155,1,210,ROBBERY,0400 0416 1218,59,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,5TH                          ST,WALL                         ST,34.0449,-118.2458
100105633,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1800,01,Central,0152,1,210,ROBBERY,0344 0416,33,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,7TH                          ST,HOPE                         ST,34.0480,-118.2577
100105651,2010-02-01T00:00:00.000,2010-02-01T00:00:00.000,1205,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,41,M,H,102,SIDEWALK,203,DIRK/DAGGER,IC,Invest Cont,230,,6TH,SAN PEDRO,34.0423,-118.2452
100105653,2010-02-01T00:00:00.000,2010-02-01T00:00:00.000,1400,01,Central,0185,1,210,ROBBERY,0325 0400 0416,32,F,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,200 E  11TH                         ST,,34.0384,-118.2571
100105669,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,1930,01,Central,0147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,300 E  5TH                          ST,,34.0449,-118.2458
100105675,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,2359,01,Central,0147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0907 1020,39,F,O,108,PARKING LOT,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230,,300 E  5TH                          ST,,34.0449,-118.2458
100105694,2010-02-02T00:00:00.000,2010-02-02T00:00:00.000,1215,01,Central,0134,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,35,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,4TH                          ST,SPRING                       ST,34.0492,-118.2488
